Name,Навчається.очно,Навчається.дистанційно,Навчається.змішано,total,offline_percent,online_percent,hybrid_percent,color,ADMIN_1,ADMIN_2,COD_2_2
Костянтинівський ліцей  Костянтинівської сільської ради Миколаївської області,"1","73","0","74","1","99","0",дистанційно,Миколаївська область,Миколаївський район,UA48060000000094390
Кандибинський ліцей Костянтинівської сільської ради Миколаївської області,"1","71","0","72","1","99","0",дистанційно,Миколаївська область,Миколаївський район,UA48060000000094390
Парутинський ліцей Куцурубської сільської ради Миколаївської області,"3","173","0","176","2","98","0",дистанційно,Миколаївська область,Миколаївський район,UA48060000000094390
Острівська гімназія Куцурубської сільської ради  Миколаївського  району Миколаївської області,"1","54","0","55","2","98","0",дистанційно,Миколаївська область,Миколаївський район,UA48060000000094390
Початкова школа № 1 Миколаївської міської ради Миколаївській області,"1","54","0","55","2","98","0",дистанційно,Миколаївська область,Миколаївський район,UA48060000000094390
Ковалівський ліцей Ольшанської селищної ради Миколаївського району Миколаївської області,"4","205","0","209","2","98","0",дистанційно,Миколаївська область,Миколаївський район,UA48060000000094390
Краснянський ліцей Березанської селищної ради ,"3","147","0","150","2","98","0",дистанційно,Миколаївська область,Миколаївський район,UA48060000000094390
"Заклад загальної середньої освіти ""Прибузький ліцей  Галицинівської сільської ради Миколаївського району Миколаївської області""","2","97","0","99","2","98","0",дистанційно,Миколаївська область,Миколаївський район,UA48060000000094390
Миколаївська гімназія № 11 Миколаївської міської ради Миколаївської області,"18","845","0","863","2","98","0",дистанційно,Миколаївська область,Миколаївський район,UA48060000000094390
Чорноморська загальноосвітня школа І-ІІІ ступенів,"6","236","0","242","2","98","0",дистанційно,Миколаївська область,Миколаївський район,UA48060000000094390
Миколаївська гімназія  № 21 Миколаївської міської ради Миколаївської області,"3","111","0","114","3","97","0",дистанційно,Миколаївська область,Миколаївський район,UA48060000000094390
Миколаївський ліцей № 2 Миколаївської міської ради Миколаївської області,"34","857","0","891","4","96","0",дистанційно,Миколаївська область,Миколаївський район,UA48060000000094390
Миколаївська гімназія № 47 Миколаївської міської ради Миколаївської області,"11","264","0","275","4","96","0",дистанційно,Миколаївська область,Миколаївський район,UA48060000000094390
Миколаївський заклад загальної середньої освіти І - ІІІ ступенів № 3  Миколаївської міської ради Краматорського району Донецької області,"8","171","0","179","4","96","0",дистанційно,Миколаївська область,Миколаївський район,UA48060000000094390
Інгульський ліцей Інгульської сільської ради Баштанського району Миколаївської області,"10","0","180","190","5","0","95",змішано,Миколаївська область,Миколаївський район,UA48060000000094390
Миколаївська гімназія № 49 Миколаївської міської ради Миколаївської області,"8","122","0","130","6","94","0",дистанційно,Миколаївська область,Миколаївський район,UA48060000000094390
Куцурубський ліцей імені Т.Г. Шевченка Куцурубської сільської ради  Миколаївської  області,"16","212","0","228","7","93","0",дистанційно,Миколаївська область,Миколаївський район,UA48060000000094390
Котляревський ліцей Шевченківської сільської ради  Миколаївської області,"17","200","0","217","8","92","0",дистанційно,Миколаївська область,Миколаївський район,UA48060000000094390
Шуринський ліцей з початковою школою та гімназією Веснянської сільської ради Миколаївського району Миколаївської області,"6","65","0","71","8","92","0",дистанційно,Миколаївська область,Миколаївський район,UA48060000000094390
Новопетрівський ліцей Костянтинівської сільської ради Миколаївської області,"29","179","0","208","14","86","0",змішано,Миколаївська область,Миколаївський район,UA48060000000094390
Новоінгульський ліцей Костянтинівської сільської ради Миколаївського району Миколаївської області,"10","60","0","70","14","86","0",змішано,Миколаївська область,Миколаївський район,UA48060000000094390
Дмитрівська гімназія Березанської селищної ради,"7","37","0","44","16","84","0",змішано,Миколаївська область,Миколаївський район,UA48060000000094390
Миколаївська загальноосвітня санаторна школа-інтернат І-ІІІ ступенів №7 Миколаївської обласної ради,"87","339","0","426","20","80","0",змішано,Миколаївська область,Миколаївський район,UA48060000000094390
Червонодолинський ліцей  Широківської сільської ради  Баштанського району  Миколаївської області,"32","101","0","133","24","76","0",змішано,Миколаївська область,Миколаївський район,UA48060000000094390
Малахівська філія Березанського  ліцею   Березанської селищної  ради ,"35","15","0","50","70","30","0",змішано,Миколаївська область,Миколаївський район,UA48060000000094390
"Комунальний заклад""Очаківський ліцей"" Очаківської міської ради 
Миколаївської області","296","111","0","407","73","27","0",змішано,Миколаївська область,Миколаївський район,UA48060000000094390
Новобогданівський ліцей  Радсадівської сільської ради  Миколаївського району  Миколаївської області,"67","22","0","89","75","25","0",змішано,Миколаївська область,Миколаївський район,UA48060000000094390
"Приватна організація (установа, заклад) ""Миколаївський приватний ліцей «Гіпаніс-ЕОС» Миколаївської області""","135","34","2","171","79","20","1",змішано,Миколаївська область,Миколаївський район,UA48060000000094390
"Комунальний заклад ""Миколаївська спеціальна школа № 1""Миколаївської обласної ради","125","14","0","139","90","10","0",змішано,Миколаївська область,Миколаївський район,UA48060000000094390
"Комунальний заклад ""Миколаївська спеціальна  школа  № 2"" Миколаївської обласної ради","101","4","0","105","96","4","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Підлісненська гімназія  Новоодеської міської ради  Миколаївської області,"95","2","0","97","98","2","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Степівський ліцей Степівської сільської ради Миколаївського  району Миколаївської області,"113","1","0","114","99","1","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
"Червонобаштанський ліцей  Вільнозапорізької  сільської  ради  Баштанського району Миколаївської області
  ","135","1","0","136","99","1","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
"Комунальний заклад фахової передвищої освіти ""Миколаївський фаховий коледж фізичної культури"" Миколаївської обласної ради","213","1","0","214","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
НОВООДЕСЬКИЙ ЛІЦЕЙ №1 НОВООДЕСЬКОЇ МІСЬКОЇ РАДИ МИКОЛАЇВСЬКОЇ ОБЛАСТІ,"380","0","1","381","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Радсадівський ліцей Радсадівської сільської ради Миколаївського району Миколаївської області,"127","0","0","127","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Зеленогайська гімназія Степівської сільської ради Миколаївського району Миколаївської області,"45","0","0","45","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
"Червонополянська початкова школа
Степівської сільської ради
Миколаївського району Миколаївської області
вулиця Клубна 10   село Червоне Поле
індекс 57116 ","14","0","0","14","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Новоодеський ліцей №2 Новоодеської міської ради Миколаївської області,"463","0","0","463","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
"Новоодеський ліцей №3
Новоодеської міської ради Миколаївської області","388","0","0","388","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Бузький ліцей Сухоєланецької сільської ради Миколаївської області,"133","0","0","133","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Сухоєланецький ліцей Сухоєланецької сільської ради Миколаївської області,"128","0","0","128","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
"Улянівська філія Сухоєланецького ліцею  Сухоєланецької сільської ради 
Миколаївської області","38","0","0","38","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Тузлівський ліцей Коблівської сільської ради.,"66","0","0","66","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Анатолівський ліцей   Коблівської сільської ради,"39","0","0","39","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Комісарівський ліцей Березанської селищної ради ,"68","0","0","68","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Рибаківський ліцей Коблівської сільської ради ,"133","0","0","133","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Коблівський ліцей Коблівської сільської ради,"291","0","0","291","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Український ліцей Коблівської сільської ради ,"64","0","0","64","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Очаківська загальноосвітня школа І-ІІІ ступенів №1 Очаківської міської ради Миколаївської області,"202","0","0","202","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Очаківська загальноосвітня школа І-ІІІ ступенів № 2 імені П.П.Шмідта Очаківської міської ради Миколаївської області,"251","0","0","251","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Козирський  ліцей з початковою школою та гімназією  Радсадівської сільської ради  Миколаївського району Миколаївської області,"103","0","0","103","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Дмитрівська філія Куцурубського закладу загальної середньої освіти І - ІІІ ступенів імені Т.Г.Шевченка Куцурубської сільської ради  Миколаївського району Миколаївської області,"118","0","0","118","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Новоселівський ліцей Арбузинської селищної ради Миколаївської області,"107","0","0","107","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Новофедорівський ліцей Коблівської сільської  ради  ,"141","0","0","141","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Мішково-Погорілівська загальноосвітня санаторна школа-інтернат I-III ступенів Миколаївської обласної ради ,"232","0","0","232","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Миколаївська гімназія №10 Миколаївської міської ради Миколаївської області,"301","0","0","301","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
"Комунальний заклад ""Миколаївський спортивний ліцей""  Миколаївської обласної ради","153","0","0","153","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Миколаївський ліцей  Миколаївської селищної ради   Сумського району Сумської області ,"462","0","0","462","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Миколаївський ліцей Миколаївської селищної ради Березівського району Одеської області,"624","0","0","624","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Олексіївський заклад загальної середньої освіти Миколаївської селищної ради Березівського району Одеської області,"108","0","0","108","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Початкова школа №2 Миколаївської міської ради Миколаївської області,"113","0","0","113","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
Початкова школа № 1 Миколаївської міської ради в Миколаївській області,"106","0","0","106","100","0","0",очно,Миколаївська область,Миколаївський район,UA48060000000094390
"Ліцей №1 міста Могилева-Подільського, Могилів-Подільської міської ради Вінницької області","610","20","0","630","97","3","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Бандишівська гімназія з дошкільним підрозділом Бабчинецької сільської ради Могилів-Подільського району Вінницької області,"37","1","0","38","97","3","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Оленівська Гімназія Могилів-Подільської міської ради Вінницької області ,"43","1","0","44","98","2","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Опорний  заклад Бабчинецький ліцей Бабчинецької сільської ради Могилів-Подільського району Вінницької області,"116","2","0","118","98","2","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
" Опорний заклад ""Вендичанський ліцей"" Вендичанської  селищної ради Могилів-Подільського району Вінницької області ","405","4","1","410","99","1","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Заклад загальної середньої освіти ""Ліцей №1 смт Муровані Курилівці Могилів-Подільського району Вінницької області""","423","5","0","428","99","1","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Ліцей №2 смт Муровані Курилівці Вінницької області,"298","2","0","300","99","1","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Ліцей с.Вищеольчедаїв Мурованокуриловецької селищної ради Вінницької області,"171","1","0","172","99","1","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Моївський ліцей Бабчинецької сільської ради Могилів-Подільського району Вінницької області,"177","1","0","178","99","1","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Ліцей №3 міста Могилева - Подільського, Могилів - Подільської міської ради Вінницької області","762","4","0","766","99","1","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Гімназія №5 м. Могилева-Подільского Вінницької області,"384","2","0","386","99","1","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Яришівський ліцей Яришівської сільської ради Могилів-Подільського району Вінницької області,"197","1","0","198","99","1","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Ліцей № 4 міста Могилева - Подільського Могилів - Подільської міської ради Вінницької області,"1069","4","0","1073","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Гімназія  № 2 м.Могилева-Подільського Вінницької області,"610","2","0","612","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"""Мазурівський ліцей Чернівецької селищної  ради""","171","0","0","171","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Ліцей с. Рівне Мурованокуриловецької селищної ради  Вінницької області,"124","0","0","124","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Гімназія с. Бахтин Мурованокуриловецької селищної ради Вінницької області,"44","0","0","44","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Гімназія с.Курашівці Мурованокуриловецької селищної ради Вінницької області,"37","0","0","37","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Немерченська гімназія Вендичанської селищної ради Могилів-Подільського району  Вінницької  області,"44","0","0","44","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Лучинчицька філія Опорного закладу ""Вендичанський ліцей"" Вендичанської селищної ради  Могилів-Подільського району Вінницької області ","30","0","0","30","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Гімназія с.Михайлівці Мурованокуриловецької селищної ради Вінницької області
","76","0","0","76","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Ліцей с. Конищів Мурованокуриловецької селищної ради Вінницької області,"134","0","0","134","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
 Ліцей с.Жван Мурованокуриловецької селищної ради  Вінницької області,"45","0","0","45","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Лучинецький ліцей Вендичанської селищної ради Могилів-Подільського району Вінницької області,"44","0","0","44","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Ліцей с. Обухів Мурованокуриловецької селищної ради Вінницької області,"129","0","0","129","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Ліцей с. Котюжани Мурованокуриловецької селищної ради  Вінницької області,"79","0","0","79","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
 Гімназія с. Галайківці Мурованокуриловецької  селищної ради Вінницької області,"44","0","0","44","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Гімназія с.Наддністрянське  Мурованокуриловецької селищної ради   Вінницької області,"46","0","0","46","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Кукавський ліцей імені В.А.Тропініна Вендичанської селищної ради Могилів-Подільського району Вінницької області,"92","0","0","92","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Озаринецький Ліцей Могилів-Подільської міської ради Вінницької області,"170","0","0","170","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Серебрійський Ліцей Могилів-Подільської міської ради Вінницької області,"240","0","0","240","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Сугаківський ліцей Вендичанської селищної ради Могилів-Подільського району Вінницької області,"193","0","0","193","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Хоньковецький ліцей Яришівської сільської ради Могилів-Подільського району Вінницької області,"92","0","0","92","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Юрковецький ліцей Яришівської сільської ради Могилів-Подільського району Вінницької області,"88","0","0","88","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Ярузька Гімназія Могилів-Подільської міської ради Вінницької області,"35","0","0","35","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Бронницька  Гімназія Могилів-Подільської міської ради Вінницьої області,"221","0","0","221","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Карпівська філія Ліцею № 1 міста Могилева -Подільського Могилів-Подільської міської ради Вінницької області ,"48","0","0","48","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
 Липчанська гімназія Яришівської сільської ради Могилів-Подільського району Вінницької області,"42","0","0","42","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Мервинецька гімназія ,"66","0","0","66","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Немійська Гімназія  Могилів-Подільської міської  ради Вінницької області,"228","0","0","228","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Сказинецька філія Ліцею №1 міста  Могилева-Подільського Могилів-Подільської міської ради   Вінницької області ,"48","0","0","48","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Тропівська філія Опорного закладу"" Вендичанський ліцей"" Вендичанської селищної ради Могилів-Подільського району Вінницької області.","33","0","0","33","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Слободо - Шлишковецький Ліцей Могилів - Подільської міської ради Вінницької області,"169","0","0","169","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
Лядівська гімназія Яришівської сільської ради Могилів-Подільського району Вінницької області,"40","0","0","40","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"""Березівський ліцей Чернівецької селищної ради""","153","0","0","153","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"""Лозівський ліцей Чернівецької селищної ради""","52","0","0","52","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Опорний заклад освіти ""Чернівецький ліцей №2 Чернівецької селищної ради"" ","204","0","0","204","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"""Білянська гімназія Чернівецької селищної ради""","47","0","0","47","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"""Гонтівський ліцей Чернівецької селищної ради""","90","0","0","90","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"""Сокільський ліцей Чернівецької селищної ради""","117","0","0","117","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"""Чернівецький ліцей №1 Чернівецької селищної ради""","178","0","0","178","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
 Вило-Ярузька  гімназія  Бабчинецької сільської ради Могилів-Подільського  району Вінницької області,"22","0","0","22","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Опорний заклад освіти ""Борівський ліцей Чернівецької селищної ради""","342","0","0","342","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Опорний навчальний заклад ""Заклад  загальної середньої освіти І-ІІІ ступенів №1 ім. Т. Шевченка  м. Ямпіль Ямпільської міської ради Вінницької області""","442","0","0","442","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Комунальний заклад ""Нечуївська спеціальна школа"" Вінницької обласної Ради","50","0","0","50","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Комунальний заклад ""Котюжанівська спеціальна школа"" Вінницької обласної Ради","55","0","0","55","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Комунальний заклад ''Мурованокуриловецький спортивний ліцей'' 
 Вінницької обласної Ради","123","0","0","123","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Філії ""Закладу середньої освіти І-ІІ ст. с. Буші"" опорного навчального закладу ""Закладу загальної середньої освіти І-ІІІ ст. №2 ім. І. Богуна""  м. Ямполя Ямпільської міської ради Вінницької області","74","0","0","74","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Опорний навчальний заклад ""Заклад загальної середньої освіти І-ІІІ ступенів с.Велика Кісниця Ямпільської міської ради Вінницької області""","187","0","0","187","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Опорний навчальний заклад ""Заклад загальної середньої освіти І-ІІІ ступенів с.Дзигівка Ямпільської міської ради Вінницької області"" ","310","0","0","310","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Опорний навчальний заклад ""Заклад загальної середньої освіти І-ІІІ ступенів с.Довжок Ямпільської міської ради Вінницької області""","141","0","0","141","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Опорний навчальний заклад ""Заклад загальної середньої освіти І-ІІІ ступенів с. Клембівка Ямпільської міської ради Вінницької області""","242","0","0","242","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Філія "" Заклад середньої освіти І-ІІ ступенів с.Миронівка з дошкільним відділенням"" опорного навчального закладу ""Заклад загальної середньої освіти I-III ступенів №1ім. Т. Шевченка м.Ямпіль Ямпільської міської ради Вінницької області""","43","0","0","43","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"філія Заклад середньої освіти І-ІІ ступенів с.Писарівка опорного навчального закладу ""Заклад загальної середньої освіти І-ІІІ ступенів с.Клембівка Ямпільської міської ради Вінницької області""","102","0","0","102","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Філія ЗСО І-ІІ ступенів с.Цекинівка  опорного навчального закладу загальної середньої освіти І-ІІІ ст. с. Велика Кісниця Ямпільської міської ради Вінницької області  




































","95","0","0","95","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Опорний навчальний заклад ""Заклад загальної середньої освіти І - ІІІ ступенів №2 імені Івана Богуна м.Ямпіль Ямпільської міської ради Вінницької області""","512","0","0","512","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Опорний навчальний заклад ""Навчально - виховний комплекс:заклад загальної середньої освіти І ступеня - гімназія м.Ямполя Ямпільської міської ради Вінницької області""","472","0","0","472","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Філія: ""Навчально-виховний комплекс (дошкільний заклад - заклад середньої освіти І-ІІ ступенів) с.Безводне опорного навчального закладу ""Закладу загальної середньої освіти І-ІІІ ступенів с.Дзигівка ЯмпільськоЇ міської ради, Вінницької області""","54","0","0","54","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Філія ""Навчально - виховний комплекс ( заклад дошкільної освіти - заклад середньої  освіти І ступеня ) с.Добрянка "" ОНЗ ЗЗСО І-ІІІ ступенів № 1 ім. Т.Шевченка м.Ямпіль Ямпільської міської ради  Вінницької області ","8","0","0","8","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Філія навчально-виховний комплекс (дошкільний навчальний заклад - заклад середньої освіти І-ІІ ступенів) с. Русава опорного навчального закладу ""Навчально-виховний комплекс: заклад загальної середньої освіти І ступеня - гімназія м. Ямполя Ямпільської міської ради Вінницької області""","70","0","0","70","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Філія ""Заклад середньої освіти І-ІІ ступенів с. Северинівка з дошкільним відділенням опорного навчального закладу ""Закладу загальної середньої освіти І-ІІІ ст. с. Довжок Ямпільської міської ради Вінницької області""","52","0","0","52","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Комунальний  заклад ""Серебрійська  спеціальна школа"" Вінницької обласної Ради ","90","0","0","90","100","0","0",очно,Вінницька область,Могилів-Подільський район,UA05080000000040234
"Заклад загальної середньої освіти""Витульська початкова школа""Любешівської селищної ради Волинської області","0","6","0","6","0","100","0",дистанційно,Волинська область,Камінь-Каширський район,UA07040000000026412
"Заклад загальної середньої освіти ""Рудківська початкова школа"" Любешівської селищної ради Волинської області","0","5","0","5","0","100","0",дистанційно,Волинська область,Камінь-Каширський район,UA07040000000026412
"Селісоцька початкова школа-філія опорного закладу загальної середньої освіти ""Любешівський ліцей"" Любешівської селищної ради Волинської області ","0","15","0","15","0","100","0",дистанційно,Волинська область,Камінь-Каширський район,UA07040000000026412
"Заклад загальної середньої освіти ""Новоберезичівська початкова школа"" Любешівської селищної ради Камінь-Каширського району Волинської області","0","10","0","10","0","100","0",дистанційно,Волинська область,Камінь-Каширський район,UA07040000000026412
"Заклад загальної середньої освіти ""Малоглушанський ліцей"" Камінь-Каширської міської ради Волинської області","59","79","0","138","43","57","0",змішано,Волинська область,Камінь-Каширський район,UA07040000000026412
